experiment,graph_type,label,nodes,edges,k,k_bfs_diameter,k_bfs_time,k_bfs_pre_time,k_bfs_search_time,k_bfs_bfs_passes,k_bfs_vertex_visits,k_bfs_edge_checks,k_bfs_peak_mb,tk_diameter,tk_time,tk_pre_time,tk_search_time,tk_bfs_passes,tk_vertex_visits,tk_edge_checks,tk_iterations,tk_peak_mb,exact_diameter,k_bfs_abs_error,tk_abs_error,density
size_sweep_sparse,random_sparse,n=150,150,289,3,9,0.003159293992212042,2.7816015062853694e-05,0.0031126629910431802,2,720,2804,0.00955963134765625,9,0.005283892009174451,0.0003228689602110535,0.004828954057302326,28,4144,16184,28,0.0061187744140625,9,0,0,0.02586129753914989
size_sweep_sparse,random_sparse,n=200,200,560,1,6,0.0015628480177838355,3.3441989216953516e-05,0.0015069179935380816,2,398,2240,0.01183319091796875,7,0.012231222994159907,0.0004435810260474682,0.011629283922957256,31,6169,34720,31,0.008148193359375,7,1,0,0.02814070351758794
size_sweep_sparse,random_sparse,n=200,200,560,2,7,0.0028235139907337725,3.39530233759433e-05,0.0027683460211846977,2,671,3770,0.01255035400390625,7,0.012064141978044063,0.00044215796515345573,0.011466353986179456,31,6169,34720,31,0.008148193359375,7,0,0,0.02814070351758794
size_sweep_sparse,random_sparse,n=200,200,560,3,7,0.0047514559992123395,3.6228972021490335e-05,0.004694018978625536,2,875,4938,0.01256561279296875,7,0.012164470012066886,0.0004410441033542156,0.011565906053874642,31,6169,34720,31,0.008148193359375,7,0,0,0.02814070351758794
density_sweep,random_sparse,p=0.02,120,133,1,10,0.0004582580004353076,3.769699833355844e-05,0.0003982580092269927,2,196,524,0.00748443603515625,11,0.0011113189975731075,0.0001856889866758138,0.0008437919605057687,18,1764,4716,18,0.0052032470703125,11,1,0,0.018627450980392157
density_sweep,random_sparse,p=0.02,120,133,2,11,0.0008003609837032855,2.6672991225495934e-05,0.0007557009812444448,2,371,989,0.00727081298828125,11,0.0011085029982496053,0.000183658063178882,0.0008450769528280944,18,1764,4716,18,0.0052032470703125,11,0,0,0.018627450980392157
density_sweep,random_sparse,p=0.02,120,133,3,2,0.00012293897452764213,2.2402004105970263e-05,8.507297025062144e-05,2,13,14,0.00688934326171875,11,0.0011245889763813466,0.00017971510533243418,0.0008653350232634693,18,1764,4716,18,0.0052032470703125,11,9,0,0.018627450980392157
density_sweep,random_sparse,p=0.05,120,363,1,5,0.0009063030011020601,2.6057998184114695e-05,0.000863407040014863,2,240,1452,0.00731658935546875,5,0.009483079018536955,0.0004029359552077949,0.008895827922970057,42,5040,30492,42,0.0052032470703125,5,0,0,0.05084033613445378
density_sweep,random_sparse,p=0.05,120,363,2,5,0.0016136179910972714,2.628800575621426e-05,0.0015695100009907037,2,402,2423,0.00760650634765625,5,0.009433735976926982,0.0004027328977826983,0.008847685938235372,42,5040,30492,42,0.0052032470703125,5,0,0,0.05084033613445378
density_sweep,random_sparse,p=0.05,120,363,3,5,0.0024343540135305375,2.4505017790943384e-05,0.0023926220019347966,2,477,2886,0.00774383544921875,5,0.0093205560115166,0.00039934704545885324,0.008738575037568808,42,5040,30492,42,0.0052032470703125,5,0,0,0.05084033613445378
